Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,COGS unit,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,16.74 $,9,8.658,181.818,3/4/2019,16:28,Cash,8.0
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,35.49 $,6,11.829,248.409,3/25/2019,20:18,Credit card,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,40.67 $,4,9.244,194.124,3/12/2019,20:04,Credit card,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,12.16 $,1,0.699,14.679,2/4/2019,13:38,Ewallet,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,37.36 $,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,83.12 $,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,56.5 $,4,13.452,282.492,1/19/2019,15:28,Credit card,8.0
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,13.1 $,5,3.4475,72.3975,1/11/2019,19:07,Credit card,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,62.53 $,4,13.742,288.582,1/4/2019,19:01,Cash,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,48.62 $,4,11.306,237.426,3/4/2019,19:48,Ewallet,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,22.15 $,5,5.955,125.055,1/28/2019,19:24,Ewallet,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,29.76 $,10,17.105,359.205,1/2/2019,13:00,Cash,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,,18.37 $,2,2.187,45.927,1/25/2019,14:29,Ewallet,6.9
132-23-6451,A,Yangon,,Male,Health and beauty,20.97,19.5 $,5,5.2425,110.0925,1/4/2019,13:21,Cash,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,21.71 $,3,3.876,81.396,3/10/2019,18:55,Ewallet,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,45.33 $,8,20.372,427.812,3/22/2019,19:36,Ewallet,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,86.5 $,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,42.2 $,4,9.076,190.596,1/8/2019,13:48,Credit card,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,73.36 $,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,51.5 $,2,5.722,120.162,1/12/2019,17:13,Ewallet,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,23.45 $,7,8.827,185.367,2/4/2019,10:23,Cash,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,36.28 $,3,5.79,121.59,3/28/2019,13:57,Ewallet,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,79.85 $,3,12.6075,264.7575,1/23/2019,13:29,Cash,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,93.32 $,10,48.605,1020.705,2/8/2019,13:00,Credit card,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,22.88 $,8,10.168,213.528,3/19/2019,19:42,Credit card,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,14.0 $,1,0.814,17.094,3/9/2019,15:36,Cash,5.0
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,,34.11 $,9,18.2745,383.7645,1/2/2019,13:40,Cash,7.0
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,45.19 $,7,18.6095,390.7995,1/21/2019,18:01,Cash,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,17.74 $,3,3.1305,65.7405,3/20/2019,13:53,Credit card,8.0
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,61.22 $,5,16.8175,353.1675,2/27/2019,17:27,Cash,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,86.12 $,10,45.325,951.825,3/8/2019,10:53,Ewallet,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,58.03 $,2,6.908,145.068,1/31/2019,19:48,Credit card,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,36.78 $,2,4.327,90.867,3/8/2019,16:53,Ewallet,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,,21.11 $,6,7.038,147.798,1/13/2019,19:14,Ewallet,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,82.16 $,7,33.439,702.219,3/9/2019,14:36,Credit card,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,41.75 $,1,2.372,49.812,2/22/2019,18:19,Credit card,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,88.32 $,9,44.658,937.818,3/19/2019,19:09,Ewallet,9.0
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,,77.95 $,4,16.586,348.306,1/20/2019,16:51,Ewallet,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,32.29 $,6,10.197,214.137,3/8/2019,15:37,Credit card,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,15.85 $,4,3.408,71.568,3/8/2019,20:15,Ewallet,7.0
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,,38.0 $,8,16.344,343.224,2/7/2019,14:38,Credit card,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,16.74 $,5,4.36,91.56,1/15/2019,19:25,Cash,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,78.7 $,8,35.372,742.812,3/22/2019,19:35,Credit card,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,75.83 $,9,40.1445,843.0345,1/15/2019,15:42,Credit card,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,11.5 $,1,0.639,13.419,1/8/2019,14:11,Ewallet,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,16.43 $,7,6.685,140.385,1/15/2019,10:43,Cash,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,18.19 $,1,0.9575,20.1075,1/28/2019,17:58,Credit card,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,25.45 $,10,13.83,290.43,2/14/2019,11:26,Credit card,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,40.71 $,3,6.861,144.081,3/10/2019,17:38,Credit card,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,25.72 $,1,1.3535,28.4235,1/12/2019,20:07,Credit card,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,37.16 $,1,1.956,41.076,3/26/2019,11:02,Credit card,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,67.24 $,6,22.413,470.673,1/1/2019,19:07,Cash,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,,21.13 $,6,6.603,138.663,1/2/2019,18:50,Cash,7.6
727-17-0390,A,Yangon,,Female,Food and beverages,63.61,59.16 $,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,22.75 $,1,1.25,26.25,3/3/2019,15:09,Ewallet,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,17.65 $,4,4.154,87.234,1/31/2019,13:47,Cash,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,26.31 $,5,7.39,155.19,2/13/2019,16:59,Cash,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,65.02 $,9,34.83,731.43,2/15/2019,14:15,Credit card,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,70.66 $,10,39.695,833.595,2/7/2019,20:24,Cash,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,39.58 $,10,23.285,488.985,1/27/2019,13:58,Cash,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,31.22 $,1,1.7945,37.6845,2/23/2019,16:52,Credit card,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,34.04 $,5,10.13,212.73,2/3/2019,15:19,Cash,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,67.94 $,10,36.525,767.025,3/3/2019,12:25,Credit card,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,64.34 $,4,14.79,310.59,2/3/2019,10:02,Cash,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,19.0 $,1,1.131,23.751,3/17/2019,18:58,Cash,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,44.15 $,5,12.835,269.535,3/28/2019,15:31,Credit card,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,49.1 $,10,27.275,572.775,3/2/2019,11:22,Credit card,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,31.95 $,7,13.0025,273.0525,2/8/2019,13:12,Credit card,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,35.54 $,6,11.106,233.226,3/22/2019,18:33,Cash,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,18.77 $,1,1.079,22.659,2/9/2019,10:02,Ewallet,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,85.99 $,1,4.942,103.782,2/15/2019,11:21,Cash,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,77.91 $,6,25.131,527.751,1/23/2019,12:10,Ewallet,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,33.64 $,4,8.01,168.21,1/25/2019,11:40,Cash,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,40.11 $,10,21.565,452.865,2/2/2019,18:31,Credit card,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,68.94 $,8,29.028,609.588,3/30/2019,17:58,Cash,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,58.0 $,5,16.11,338.31,3/30/2019,17:04,Cash,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,59.97 $,3,9.777,205.317,2/25/2019,20:35,Credit card,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,28.94 $,5,8.315,174.615,3/18/2019,16:10,Credit card,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,80.71 $,4,16.814,353.094,3/7/2019,16:54,Ewallet,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,29.56 $,10,17.185,360.885,3/16/2019,10:11,Ewallet,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,35.9 $,1,1.93,40.53,1/29/2019,11:26,Ewallet,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,60.69 $,8,26.388,554.148,2/2/2019,20:29,Cash,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,29.52 $,10,16.4,344.4,2/15/2019,12:12,Cash,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,31.94 $,5,9.285,194.985,1/8/2019,13:05,Ewallet,5.0
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,51.93 $,10,30.19,633.99,2/12/2019,16:19,Cash,6.0
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,32.17 $,10,18.49,388.29,1/1/2019,19:48,Credit card,7.0
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,44.54 $,4,9.898,207.858,3/21/2019,15:25,Ewallet,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,36.98 $,10,20.545,431.445,2/28/2019,14:42,Cash,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,33.44 $,4,7.43,156.03,3/23/2019,18:59,Ewallet,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,19.98 $,1,1.148,24.108,1/30/2019,20:47,Cash,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,71.47 $,9,34.956,734.076,2/4/2019,13:21,Ewallet,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,32.27 $,2,3.47,72.87,3/13/2019,19:48,Ewallet,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,16.71 $,10,9.83,206.43,3/15/2019,18:20,Credit card,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,23.04 $,8,10.128,212.688,3/5/2019,20:24,Ewallet,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,,11.64 $,10,6.06,127.26,3/5/2019,13:44,Credit card,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,84.91 $,2,9.989,209.769,2/26/2019,11:48,Ewallet,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,64.53 $,8,30.368,637.728,3/20/2019,14:14,Cash,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,57.53 $,2,6.322,132.762,1/1/2019,15:51,Cash,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,82.12 $,6,27.072,568.512,1/27/2019,11:17,Cash,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,93.22 $,1,4.9065,103.0365,1/21/2019,17:36,Cash,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,,46.37 $,8,20.608,432.768,2/2/2019,15:47,Cash,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,65.09 $,1,3.6985,77.6685,2/3/2019,15:53,Credit card,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,30.3 $,1,1.595,33.495,1/5/2019,12:40,Ewallet,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,64.54 $,2,6.94,145.74,1/27/2019,19:48,Ewallet,9.0
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,86.78 $,2,9.331,195.951,3/25/2019,17:53,Cash,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,77.84 $,1,4.4225,92.8725,2/25/2019,16:36,Credit card,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,22.73 $,8,9.672,203.112,1/28/2019,20:54,Ewallet,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,44.14 $,3,7.275,152.775,1/8/2019,12:50,Cash,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,76.49 $,6,25.215,529.515,1/29/2019,10:48,Credit card,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,53.94 $,5,15.3225,321.7725,3/29/2019,14:28,Cash,7.0
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,13.56 $,6,4.785,100.485,2/9/2019,17:15,Credit card,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,78.94 $,7,31.759,666.939,1/16/2019,18:03,Credit card,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,39.05 $,5,10.7275,225.2775,1/5/2019,17:29,Ewallet,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,51.57 $,7,18.998,398.958,1/27/2019,18:05,Ewallet,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,,88.6 $,7,34.8425,731.6925,3/14/2019,12:07,Cash,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,56.05 $,7,20.4365,429.1665,2/23/2019,19:49,Credit card,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,47.35 $,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,46.63 $,5,13.715,288.015,3/29/2019,16:48,Ewallet,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,36.24 $,5,9.8475,206.7975,1/22/2019,20:46,Credit card,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,30.22 $,2,3.473,72.933,3/1/2019,18:14,Ewallet,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,63.29 $,5,17.98,377.58,1/17/2019,15:05,Credit card,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,42.05 $,3,6.8565,143.9865,3/26/2019,10:34,Credit card,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,,77.35 $,6,24.951,523.971,3/20/2019,11:23,Cash,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,,31.45 $,6,11.232,235.872,2/6/2019,13:55,Credit card,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,52.81 $,2,6.287,132.027,1/1/2019,11:43,Cash,5.0
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,71.9 $,6,24.513,514.773,1/27/2019,14:36,Credit card,8.0
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,79.53 $,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,36.07 $,4,7.842,164.682,1/16/2019,20:03,Credit card,9.0
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,,52.08 $,2,5.986,125.706,1/13/2019,14:55,Ewallet,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,,52.19 $,10,27.18,570.78,2/7/2019,11:28,Credit card,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,94.17 $,9,44.1405,926.9505,2/17/2019,19:41,Cash,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,21.87 $,6,7.629,160.209,2/12/2019,19:01,Ewallet,7.0
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,77.15 $,8,34.672,728.112,1/24/2019,18:04,Credit card,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,21.8 $,10,11.475,240.975,2/6/2019,19:20,Ewallet,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,13.86 $,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,,24.64 $,5,7.08,148.68,3/11/2019,13:28,Ewallet,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,16.0 $,7,5.8345,122.5245,2/7/2019,11:36,Ewallet,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,66.56 $,1,3.698,77.658,1/5/2019,11:32,Credit card,5.0
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,86.19 $,1,4.897,102.837,3/7/2019,11:44,Ewallet,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,67.94 $,4,14.61,306.81,2/25/2019,17:16,Credit card,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,83.98 $,6,26.244,551.124,2/1/2019,18:43,Ewallet,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,29.45 $,3,4.602,96.642,1/22/2019,11:00,Ewallet,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,68.29 $,1,3.794,79.674,1/3/2019,10:30,Credit card,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,,19.37 $,4,4.036,84.756,2/13/2019,12:14,Credit card,5.0
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,,16.71 $,6,5.631,118.251,1/28/2019,16:43,Credit card,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,68.35 $,1,3.56,74.76,1/5/2019,20:40,Credit card,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,37.26 $,4,7.762,163.002,3/19/2019,13:40,Ewallet,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,24.71 $,10,14.71,308.91,1/12/2019,16:23,Ewallet,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,58.51 $,9,27.4275,575.9775,1/7/2019,12:08,Credit card,6.0
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,,46.39 $,5,12.885,270.585,1/26/2019,17:45,Cash,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,,59.45 $,6,19.818,416.178,1/23/2019,10:28,Cash,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,52.12 $,3,8.5905,180.4005,2/9/2019,20:31,Ewallet,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,48.88 $,9,24.4395,513.2295,2/22/2019,10:49,Cash,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,54.75 $,9,26.208,550.368,2/5/2019,12:34,Cash,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,20.88 $,6,6.663,139.923,3/7/2019,10:23,Credit card,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,,18.35 $,7,6.762,142.002,3/25/2019,18:51,Cash,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,35.98 $,3,5.622,118.062,1/20/2019,13:45,Credit card,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,60.51 $,2,7.204,151.284,2/4/2019,19:38,Cash,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,85.71 $,10,49.26,1034.46,1/30/2019,20:23,Ewallet,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,37.49 $,6,12.498,262.458,1/2/2019,15:24,Ewallet,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,,60.83 $,3,10.863,228.123,3/29/2019,16:54,Ewallet,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,18.99 $,9,9.711,203.931,3/14/2019,12:32,Cash,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,84.74 $,10,44.6,936.6,2/11/2019,15:42,Credit card,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,37.33 $,8,16.968,356.328,1/30/2019,13:58,Ewallet,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,65.57 $,6,22.353,469.413,3/20/2019,15:08,Ewallet,5.0
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,92.3 $,2,9.925,208.425,3/20/2019,13:02,Cash,9.0
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,69.84 $,10,40.605,852.705,1/17/2019,13:01,Credit card,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,42.92 $,10,24.665,517.965,2/3/2019,16:40,Credit card,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,57.19 $,9,29.583,621.243,1/1/2019,13:55,Cash,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,75.07 $,7,27.951,586.971,1/10/2019,10:33,Credit card,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,62.88 $,7,25.893,543.753,3/2/2019,16:42,Ewallet,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,,74.66 $,5,20.51,430.71,2/25/2019,17:16,Credit card,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,24.54 $,10,13.335,280.035,1/29/2019,11:48,Cash,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,9.02 $,7,3.5455,74.4555,3/10/2019,19:35,Ewallet,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,62.26 $,2,7.239,152.019,1/13/2019,19:55,Credit card,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,80.76 $,5,21.4775,451.0275,3/22/2019,14:33,Credit card,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,72.37 $,7,28.4585,597.6285,3/1/2019,19:49,Ewallet,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,51.26 $,4,12.06,253.26,2/20/2019,18:43,Cash,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,29.23 $,4,6.354,133.434,1/14/2019,14:43,Ewallet,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,,57.2 $,4,12.854,269.934,3/26/2019,13:54,Cash,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,58.39 $,2,6.951,145.971,3/1/2019,12:15,Ewallet,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,25.86 $,3,4.083,85.743,1/7/2019,12:37,Cash,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,65.25 $,4,15.536,326.256,2/1/2019,19:54,Cash,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,78.1 $,2,9.298,195.258,2/13/2019,15:06,Credit card,8.0
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,,15.73 $,4,3.616,75.936,1/14/2019,18:03,Credit card,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,,54.23 $,3,9.459,198.639,1/19/2019,15:58,Ewallet,7.0
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,46.02 $,4,10.342,217.182,3/9/2019,13:53,Credit card,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,45.01 $,3,7.851,164.871,3/27/2019,14:03,Cash,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,37.03 $,5,10.765,226.065,2/4/2019,16:38,Ewallet,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,53.65 $,10,29.805,625.905,3/14/2019,11:07,Cash,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,,13.3 $,5,3.655,76.755,3/4/2019,12:23,Cash,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,,43.74 $,6,13.959,293.139,3/3/2019,10:54,Credit card,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,20.6 $,7,8.484,178.164,1/27/2019,17:38,Ewallet,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,43.3 $,1,2.279,47.859,2/7/2019,14:13,Cash,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,68.43 $,3,11.28,236.88,2/5/2019,11:51,Ewallet,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,92.93 $,3,14.52,304.92,3/15/2019,13:05,Cash,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,13.78 $,3,2.223,46.683,3/1/2019,11:30,Credit card,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,49.07 $,3,7.83,164.43,2/15/2019,13:30,Credit card,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,39.19 $,9,20.997,440.937,2/17/2019,19:11,Ewallet,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,32.43 $,5,9.2125,193.4625,1/26/2019,18:53,Cash,9.2
